Game,Date,Hours Played,Recommendation,Helpful Votes
730,2019-10-31,1922.0,Recommended,262
730,2014-08-21,894.0,Recommended,1448
730,2022-01-11,2286.5,Recommended,70
730,2014-06-18,849.6,Recommended,232
730,2016-06-09,938.4,Recommended,695
730,2024-01-25,2515.4,Not Recommended,94
730,2015-01-20,1606.9,Recommended,45
730,2024-10-06,1126.4,Recommended,77
730,2023-11-26,7356.6,Not Recommended,326
730,2021-06-29,1838.2,Recommended,160
730,2015-08-20,1449.3,Recommended,58
730,2014-04-29,1579.8,Recommended,1946
730,2019-03-07,126.6,Recommended,166
730,2014-12-28,2087.2,Recommended,596
730,2015-02-08,2562.0,Recommended,1647
730,2022-11-19,29.7,Recommended,280
730,2014-08-17,769.5,Recommended,78
730,2022-02-03,4.6,Recommended,187
730,2019-11-09,3494.9,Not Recommended,1131
730,2024-11-30,245.0,Recommended,138
730,2013-01-22,1521.9,Not Recommended,163
730,2018-09-01,1.1,Recommended,131
730,2024-06-11,1229.0,Recommended,136
730,2021-09-13,2474.6,Not Recommended,39
730,2024-01-10,205.3,Recommended,1133
730,2023-02-12,1789.0,Recommended,101
730,2014-11-02,4700.7,Recommended,82
730,2017-04-21,3132.2,Not Recommended,449
730,2016-10-01,12270.5,Recommended,44
730,2018-08-03,1615.5,Recommended,169
730,2017-08-29,442.0,Not Recommended,486
730,2016-03-24,194.0,Not Recommended,54
730,2014-06-26,1963.7,Recommended,273
730,2024-07-10,3718.9,Recommended,270
730,2015-04-22,2240.0,Recommended,455
730,2014-06-22,403.7,Recommended,60
730,2018-12-13,112.9,Recommended,186
730,2019-08-29,91.8,Recommended,114
730,2022-08-27,1765.8,Recommended,78
730,2020-03-06,2124.3,Not Recommended,226
730,2020-01-01,782.3,Recommended,101
730,2014-06-18,3447.3,Not Recommended,82
730,2022-10-01,1086.6,Recommended,50
730,2023-09-27,995.0,Not Recommended,278
730,2019-01-06,981.2,Recommended,0
730,2021-01-13,19640.6,Recommended,42
730,2020-12-23,28515.7,Recommended,85
730,2021-10-25,405.7,Recommended,119
730,2021-01-14,50396.0,Not Recommended,515
730,2018-12-06,1939.5,Not Recommended,315
730,2016-06-08,13824.9,Recommended,45
730,2019-02-19,4310.6,Recommended,116
730,2021-08-16,3158.0,Recommended,119
730,2016-07-25,890.5,Recommended,354
730,2021-06-14,4518.0,Recommended,87
730,2013-11-30,56.7,Recommended,250
730,2015-06-11,1847.8,Recommended,318
730,2021-04-15,6107.0,Recommended,31
730,2016-02-27,2744.5,Recommended,44
730,2022-07-26,4784.5,Not Recommended,257
730,2022-09-04,3254.4,Recommended,95
730,2017-06-25,1030.0,Recommended,185
730,2023-09-28,248.8,Not Recommended,157
730,2014-11-14,2820.8,Recommended,320
730,2019-06-21,13255.2,Not Recommended,511
730,2016-11-11,11555.3,Recommended,47
730,2023-06-27,102.0,Recommended,669
730,2015-08-22,3784.8,Recommended,581
730,2016-11-23,2181.8,Recommended,71
730,2021-08-03,2714.4,Recommended,259
730,2019-10-14,20.7,Recommended,102
730,2024-03-30,1256.8,Recommended,49
730,2023-10-07,323.3,Recommended,69
730,2023-01-25,1778.4,Not Recommended,191
730,2020-10-06,981.2,Recommended,165
730,2023-12-03,3105.8,Not Recommended,73
730,2024-08-11,1380.3,Recommended,149
730,2023-07-29,996.1,Recommended,159
730,2023-07-31,630.1,Not Recommended,226
730,2014-12-12,2051.4,Recommended,190
730,2022-01-01,1340.9,Not Recommended,549
730,2024-09-25,708.1,Recommended,48
730,2021-09-30,1652.1,Recommended,87
730,2022-12-08,312.8,Recommended,225
730,2021-09-04,2830.8,Recommended,106
730,2016-11-12,2061.9,Not Recommended,1438
730,2014-07-24,408.6,Recommended,1235
730,2020-01-24,1805.6,Recommended,67
730,2019-08-17,5743.5,Not Recommended,221
730,2019-10-02,384.0,Recommended,91
730,2023-10-09,10627.4,Not Recommended,50
